# 132 policies / 3000 grouping policies / 300 subjuects / 6 roles
# Policy - staff001
p, staff001,             /orgs/{orgID}/sites/{siteID}, App001.Module001.Action1001
g, managerUser2024, manager001, /orgs/1/sites/site005

g, managerUser2025, manager001, /orgs/1/sites/site001
g, managerUser2025, manager001, /orgs/1/sites/site002
g, managerUser2025, manager001, /orgs/1/sites/site003
g, managerUser2025, manager001, /orgs/1/sites/site004
g, managerUser2025, manager001, /orgs/1/sites/site005

g, managerUser2026, manager001, /orgs/1/sites/site001
g, managerUser2026, manager001, /orgs/1/sites/site002
g, managerUser2026, manager001, /orgs/1/sites/site003
g, managerUser2026, manager001, /orgs/1/sites/site004
g, managerUser2026, manager001, /orgs/1/sites/site005

g, managerUser2027, manager001, /orgs/1/sites/site001
g, managerUser2027, manager001, /orgs/1/sites/site002
g, managerUser2027, manager001, /orgs/1/sites/site003
g, managerUser2027, manager001, /orgs/1/sites/site004
g, managerUser2027, manager001, /orgs/1/sites/site005

g, managerUser2028,  manager001, /orgs/1/sites/site001
g, managerUser2028,  manager001, /orgs/1/sites/site002
g, managerUser2028,  manager001, /orgs/1/sites/site003
g, managerUser2028,  manager001, /orgs/1/sites/site004
g, managerUser2028,  manager001, /orgs/1/sites/site005

g, managerUser2029,  manager001, /orgs/1/sites/site001
g, managerUser2029,  manager001, /orgs/1/sites/site002
g, managerUser2029,  manager001, /orgs/1/sites/site003
g, managerUser2029,  manager001, /orgs/1/sites/site004
g, managerUser2029,  manager001, /orgs/1/sites/site005

g, managerUser2030,  manager001, /orgs/1/sites/site001
g, managerUser2030,  manager001, /orgs/1/sites/site002
g, managerUser2030,  manager001, /orgs/1/sites/site003
g, managerUser2030,  manager001, /orgs/1/sites/site004
g, managerUser2030,  manager001, /orgs/1/sites/site005

g, managerUser2031,  manager001, /orgs/1/sites/site001
g, managerUser2031,  manager001, /orgs/1/sites/site002
g, managerUser2031,  manager001, /orgs/1/sites/site003
g, managerUser2031,  manager001, /orgs/1/sites/site004
g, managerUser2031,  manager001, /orgs/1/sites/site005

g, managerUser2032,  manager001, /orgs/1/sites/site001
g, managerUser2032,  manager001, /orgs/1/sites/site002
g, managerUser2032,  manager001, /orgs/1/sites/site003
g, managerUser2032,  manager001, /orgs/1/sites/site004
g, managerUser2032,  manager001, /orgs/1/sites/site005

g, managerUser2033, manager001, /orgs/1/sites/site001
g, managerUser2033, manager001, /orgs/1/sites/site002
g, managerUser2033, manager001, /orgs/1/sites/site003
g, managerUser2033, manager001, /orgs/1/sites/site004
g, managerUser2033, manager001, /orgs/1/sites/site005

g, managerUser2034, manager001, /orgs/1/sites/site001
g, managerUser2034, manager001, /orgs/1/sites/site002
g, managerUser2034, manager001, /orgs/1/sites/site003
g, managerUser2034, manager001, /orgs/1/sites/site004
g, managerUser2034, manager001, /orgs/1/sites/site005

g, managerUser2035, manager001, /orgs/1/sites/site001
g, managerUser2035, manager001, /orgs/1/sites/site002
g, managerUser2035, manager001, /orgs/1/sites/site003
g, managerUser2035, manager001, /orgs/1/sites/site004
g, managerUser2035, manager001, /orgs/1/sites/site005

g, managerUser2036, manager001, /orgs/1/sites/site001
g, managerUser2036, manager001, /orgs/1/sites/site002
g, managerUser2036, manager001, /orgs/1/sites/site003
g, managerUser2036, manager001, /orgs/1/sites/site004
g, managerUser2036, manager001, /orgs/1/sites/site005

g, managerUser2037, manager001, /orgs/1/sites/site001
g, managerUser2037, manager001, /orgs/1/sites/site002
g, managerUser2037, manager001, /orgs/1/sites/site003
g, managerUser2037, manager001, /orgs/1/sites/site004
g, managerUser2037, manager001, /orgs/1/sites/site005

g, managerUser2038,  manager001, /orgs/1/sites/site001
g, managerUser2038,  manager001, /orgs/1/sites/site002
g, managerUser2038,  manager001, /orgs/1/sites/site003
g, managerUser2038,  manager001, /orgs/1/sites/site004
g, managerUser2038,  manager001, /orgs/1/sites/site005

g, managerUser2039,  manager001, /orgs/1/sites/site001
g, managerUser2039,  manager001, /orgs/1/sites/site002
g, managerUser2039,  manager001, /orgs/1/sites/site003
g, managerUser2039,  manager001, /orgs/1/sites/site004
g, managerUser2039,  manager001, /orgs/1/sites/site005

g, managerUser2040,  manager001, /orgs/1/sites/site001
g, managerUser2040,  manager001, /orgs/1/sites/site002
g, managerUser2040,  manager001, /orgs/1/sites/site003
g, managerUser2040,  manager001, /orgs/1/sites/site004
g, managerUser2040,  manager001, /orgs/1/sites/site005

g, managerUser2041,  manager001, /orgs/1/sites/site001
g, managerUser2041,  manager001, /orgs/1/sites/site002
g, managerUser2041,  manager001, /orgs/1/sites/site003
g, managerUser2041,  manager001, /orgs/1/sites/site004
g, managerUser2041,  manager001, /orgs/1/sites/site005

g, managerUser2042,  manager001, /orgs/1/sites/site001
g, managerUser2042,  manager001, /orgs/1/sites/site002
g, managerUser2042,  manager001, /orgs/1/sites/site003
g, managerUser2042,  manager001, /orgs/1/sites/site004
g, managerUser2042,  manager001, /orgs/1/sites/site005

g, managerUser2043, manager001, /orgs/1/sites/site001
g, managerUser2043, manager001, /orgs/1/sites/site002
g, managerUser2043, manager001, /orgs/1/sites/site003
g, managerUser2043, manager001, /orgs/1/sites/site004
g, managerUser2043, manager001, /orgs/1/sites/site005

g, managerUser2044, manager001, /orgs/1/sites/site001
g, managerUser2044, manager001, /orgs/1/sites/site002
g, managerUser2044, manager001, /orgs/1/sites/site003
g, managerUser2044, manager001, /orgs/1/sites/site004
g, managerUser2044, manager001, /orgs/1/sites/site005

g, managerUser2045, manager001, /orgs/1/sites/site001
g, managerUser2045, manager001, /orgs/1/sites/site002
g, managerUser2045, manager001, /orgs/1/sites/site003
g, managerUser2045, manager001, /orgs/1/sites/site004
g, managerUser2045, manager001, /orgs/1/sites/site005

g, managerUser2046, manager001, /orgs/1/sites/site001
g, managerUser2046, manager001, /orgs/1/sites/site002
g, managerUser2046, manager001, /orgs/1/sites/site003
g, managerUser2046, manager001, /orgs/1/sites/site004
g, managerUser2046, manager001, /orgs/1/sites/site005

g, managerUser2047, manager001, /orgs/1/sites/site001
g, managerUser2047, manager001, /orgs/1/sites/site002
g, managerUser2047, manager001, /orgs/1/sites/site003
g, managerUser2047, manager001, /orgs/1/sites/site004
g, managerUser2047, manager001, /orgs/1/sites/site005

g, managerUser2048,  manager001, /orgs/1/sites/site001
g, managerUser2048,  manager001, /orgs/1/sites/site002
g, managerUser2048,  manager001, /orgs/1/sites/site003
g, managerUser2048,  manager001, /orgs/1/sites/site004
g, managerUser2048,  manager001, /orgs/1/sites/site005

g, managerUser2049,  manager001, /orgs/1/sites/site001
g, managerUser2049,  manager001, /orgs/1/sites/site002
g, managerUser2049,  manager001, /orgs/1/sites/site003
g, managerUser2049,  manager001, /orgs/1/sites/site004
g, managerUser2049,  manager001, /orgs/1/sites/site005

g, managerUser2050,  manager001, /orgs/1/sites/site001
g, managerUser2050,  manager001, /orgs/1/sites/site002
g, managerUser2050,  manager001, /orgs/1/sites/site003
g, managerUser2050,  manager001, /orgs/1/sites/site004
g, managerUser2050,  manager001, /orgs/1/sites/site005

# Group - customer001, / org1
g, customerUser1001, customer001, /orgs/1/sites/site001
g, customerUser1001, customer001, /orgs/1/sites/site002
g, customerUser1001, customer001, /orgs/1/sites/site003
g, customerUser1001, customer001, /orgs/1/sites/site004
g, customerUser1001, customer001, /orgs/1/sites/site005

g, customerUser1001, customer001, /orgs/1/sites/site001
g, customerUser1001, customer001, /orgs/1/sites/site002
g, customerUser1001, customer001, /orgs/1/sites/site003
g, customerUser1001, customer001, /orgs/1/sites/site004
g, customerUser1001, customer001, /orgs/1/sites/site005

g, customerUser1003, customer001, /orgs/1/sites/site001
g, customerUser1003, customer001, /orgs/1/sites/site002
g, customerUser1003, customer001, /orgs/1/sites/site003
g, customerUser1003, customer001, /orgs/1/sites/site004
g, customerUser1003, customer001, /orgs/1/sites/site005

g, customerUser1004, customer001, /orgs/1/sites/site001
g, customerUser1004, customer001, /orgs/1/sites/site002
g, customerUser1004, customer001, /orgs/1/sites/site003
g, customerUser1004, customer001, /orgs/1/sites/site004
g, customerUser1004, customer001, /orgs/1/sites/site005

g, customerUser1005, customer001, /orgs/1/sites/site001
g, customerUser1005, customer001, /orgs/1/sites/site002
g, customerUser1005, customer001, /orgs/1/sites/site003
g, customerUser1005, customer001, /orgs/1/sites/site004
g, customerUser1005, customer001, /orgs/1/sites/site005

g, customerUser1006, customer001, /orgs/1/sites/site001
g, customerUser1006, customer001, /orgs/1/sites/site002
g, customerUser1006, customer001, /orgs/1/sites/site003
g, customerUser1006, customer001, /orgs/1/sites/site004
g, customerUser1006, customer001, /orgs/1/sites/site005

g, customerUser1007, customer001, /orgs/1/sites/site001
g, customerUser1007, customer001, /orgs/1/sites/site002
g, customerUser1007, customer001, /orgs/1/sites/site003
g, customerUser1007, customer001, /orgs/1/sites/site004
g, customerUser1007, customer001, /orgs/1/sites/site005

g, customerUser1008,  customer001, /orgs/1/sites/site001
g, customerUser1008,  customer001, /orgs/1/sites/site002
g, customerUser1008,  customer001, /orgs/1/sites/site003
g, customerUser1008,  customer001, /orgs/1/sites/site004
g, customerUser1008,  customer001, /orgs/1/sites/site005

g, customerUser1009,  customer001, /orgs/1/sites/site001
g, customerUser1009,  customer001, /orgs/1/sites/site002
g, customerUser1009,  customer001, /orgs/1/sites/site003
g, customerUser1009,  customer001, /orgs/1/sites/site004
g, customerUser1009,  customer001, /orgs/1/sites/site005

g, customerUser1010,  customer001, /orgs/1/sites/site001
g, customerUser1010,  customer001, /orgs/1/sites/site002
g, customerUser1010,  customer001, /orgs/1/sites/site003
g, customerUser1010,  customer001, /orgs/1/sites/site004
g, customerUser1010,  customer001, /orgs/1/sites/site005

g, customerUser1011,  customer001, /orgs/1/sites/site001
g, customerUser1011,  customer001, /orgs/1/sites/site002
g, customerUser1011,  customer001, /orgs/1/sites/site003
g, customerUser1011,  customer001, /orgs/1/sites/site004
g, customerUser1011,  customer001, /orgs/1/sites/site005

g, customerUser1012,  customer001, /orgs/1/sites/site001
g, customerUser1012,  customer001, /orgs/1/sites/site002
g, customerUser1012,  customer001, /orgs/1/sites/site003
g, customerUser1012,  customer001, /orgs/1/sites/site004
g, customerUser1012,  customer001, /orgs/1/sites/site005

g, customerUser1013, customer001, /orgs/1/sites/site001
g, customerUser1013, customer001, /orgs/1/sites/site002
g, customerUser1013, customer001, /orgs/1/sites/site003
g, customerUser1013, customer001, /orgs/1/sites/site004
g, customerUser1013, customer001, /orgs/1/sites/site005

g, customerUser1014, customer001, /orgs/1/sites/site001
g, customerUser1014, customer001, /orgs/1/sites/site002
g, customerUser1014, customer001, /orgs/1/sites/site003
g, customerUser1014, customer001, /orgs/1/sites/site004
g, customerUser1014, customer001, /orgs/1/sites/site005

g, customerUser1015, customer001, /orgs/1/sites/site001
g, customerUser1015, customer001, /orgs/1/sites/site002
g, customerUser1015, customer001, /orgs/1/sites/site003
g, customerUser1015, customer001, /orgs/1/sites/site004
g, customerUser1015, customer001, /orgs/1/sites/site005

g, customerUser1016, customer001, /orgs/1/sites/site001
g, customerUser1016, customer001, /orgs/1/sites/site002
g, customerUser1016, customer001, /orgs/1/sites/site003
g, customerUser1016, customer001, /orgs/1/sites/site004
g, customerUser1016, customer001, /orgs/1/sites/site005

g, customerUser1017, customer001, /orgs/1/sites/site001
g, customerUser1017, customer001, /orgs/1/sites/site002
g, customerUser1017, customer001, /orgs/1/sites/site003
g, customerUser1017, customer001, /orgs/1/sites/site004
g, customerUser1017, customer001, /orgs/1/sites/site005

g, customerUser1018,  customer001, /orgs/1/sites/site001
g, customerUser1018,  customer001, /orgs/1/sites/site002
g, customerUser1018,  customer001, /orgs/1/sites/site003
g, customerUser1018,  customer001, /orgs/1/sites/site004
g, customerUser1018,  customer001, /orgs/1/sites/site005

g, customerUser1019,  customer001, /orgs/1/sites/site001
g, customerUser1019,  customer001, /orgs/1/sites/site002
g, customerUser1019,  customer001, /orgs/1/sites/site003
g, customerUser1019,  customer001, /orgs/1/sites/site004
g, customerUser1019,  customer001, /orgs/1/sites/site005

g, customerUser1020,  customer001, /orgs/1/sites/site001
g, customerUser1020,  customer001, /orgs/1/sites/site002
g, customerUser1020,  customer001, /orgs/1/sites/site003
g, customerUser1020,  customer001, /orgs/1/sites/site004
g, customerUser1020,  customer001, /orgs/1/sites/site005

g, customerUser1021,  customer001, /orgs/1/sites/site001
g, customerUser1021,  customer001, /orgs/1/sites/site002
g, customerUser1021,  customer001, /orgs/1/sites/site003
g, customerUser1021,  customer001, /orgs/1/sites/site004
g, customerUser1021,  customer001, /orgs/1/sites/site005

g, customerUser1022,  customer001, /orgs/1/sites/site001
g, customerUser1022,  customer001, /orgs/1/sites/site002
g, customerUser1022,  customer001, /orgs/1/sites/site003
g, customerUser1022,  customer001, /orgs/1/sites/site004
g, customerUser1022,  customer001, /orgs/1/sites/site005

g, customerUser1023, customer001, /orgs/1/sites/site001
g, customerUser1023, customer001, /orgs/1/sites/site002
g, customerUser1023, customer001, /orgs/1/sites/site003
g, customerUser1023, customer001, /orgs/1/sites/site004
g, customerUser1023, customer001, /orgs/1/sites/site005

g, customerUser1024, customer001, /orgs/1/sites/site001
g, customerUser1024, customer001, /orgs/1/sites/site002
g, customerUser1024, customer001, /orgs/1/sites/site003
g, customerUser1024, customer001, /orgs/1/sites/site004
g, customerUser1024, customer001, /orgs/1/sites/site005

g, customerUser1025, customer001, /orgs/1/sites/site001
g, customerUser1025, customer001, /orgs/1/sites/site002
g, customerUser1025, customer001, /orgs/1/sites/site003
g, customerUser1025, customer001, /orgs/1/sites/site004
g, customerUser1025, customer001, /orgs/1/sites/site005

g, customerUser1026, customer001, /orgs/1/sites/site001
g, customerUser1026, customer001, /orgs/1/sites/site002
g, customerUser1026, customer001, /orgs/1/sites/site003
g, customerUser1026, customer001, /orgs/1/sites/site004
g, customerUser1026, customer001, /orgs/1/sites/site005

g, customerUser1027, customer001, /orgs/1/sites/site001
g, customerUser1027, customer001, /orgs/1/sites/site002
g, customerUser1027, customer001, /orgs/1/sites/site003
g, customerUser1027, customer001, /orgs/1/sites/site004
g, customerUser1027, customer001, /orgs/1/sites/site005

g, customerUser1028,  customer001, /orgs/1/sites/site001
g, customerUser1028,  customer001, /orgs/1/sites/site002
g, customerUser1028,  customer001, /orgs/1/sites/site003
g, customerUser1028,  customer001, /orgs/1/sites/site004
g, customerUser1028,  customer001, /orgs/1/sites/site005

g, customerUser1029,  customer001, /orgs/1/sites/site001
g, customerUser1029,  customer001, /orgs/1/sites/site002
g, customerUser1029,  customer001, /orgs/1/sites/site003
g, customerUser1029,  customer001, /orgs/1/sites/site004
g, customerUser1029,  customer001, /orgs/1/sites/site005

g, customerUser1030,  customer001, /orgs/1/sites/site001
g, customerUser1030,  customer001, /orgs/1/sites/site002
g, customerUser1030,  customer001, /orgs/1/sites/site003
g, customerUser1030,  customer001, /orgs/1/sites/site004
g, customerUser1030,  customer001, /orgs/1/sites/site005

g, customerUser1031,  customer001, /orgs/1/sites/site001
g, customerUser1031,  customer001, /orgs/1/sites/site002
g, customerUser1031,  customer001, /orgs/1/sites/site003
g, customerUser1031,  customer001, /orgs/1/sites/site004
g, customerUser1031,  customer001, /orgs/1/sites/site005

g, customerUser1032,  customer001, /orgs/1/sites/site001
g, customerUser1032,  customer001, /orgs/1/sites/site002
g, customerUser1032,  customer001, /orgs/1/sites/site003
g, customerUser1032,  customer001, /orgs/1/sites/site004
g, customerUser1032,  customer001, /orgs/1/sites/site005

g, customerUser1033, customer001, /orgs/1/sites/site001
g, customerUser1033, customer001, /orgs/1/sites/site002
g, customerUser1033, customer001, /orgs/1/sites/site003
g, customerUser1033, customer001, /orgs/1/sites/site004
g, customerUser1033, customer001, /orgs/1/sites/site005

g, customerUser1034, customer001, /orgs/1/sites/site001
g, customerUser1034, customer001, /orgs/1/sites/site002
g, customerUser1034, customer001, /orgs/1/sites/site003
g, customerUser1034, customer001, /orgs/1/sites/site004
g, customerUser1034, customer001, /orgs/1/sites/site005

g, customerUser1035, customer001, /orgs/1/sites/site001
g, customerUser1035, customer001, /orgs/1/sites/site002
g, customerUser1035, customer001, /orgs/1/sites/site003
g, customerUser1035, customer001, /orgs/1/sites/site004
g, customerUser1035, customer001, /orgs/1/sites/site005

g, customerUser1036, customer001, /orgs/1/sites/site001
g, customerUser1036, customer001, /orgs/1/sites/site002
g, customerUser1036, customer001, /orgs/1/sites/site003
g, customerUser1036, customer001, /orgs/1/sites/site004
g, customerUser1036, customer001, /orgs/1/sites/site005

g, customerUser1037, customer001, /orgs/1/sites/site001
g, customerUser1037, customer001, /orgs/1/sites/site002
g, customerUser1037, customer001, /orgs/1/sites/site003
g, customerUser1037, customer001, /orgs/1/sites/site004
g, customerUser1037, customer001, /orgs/1/sites/site005

g, customerUser1038,  customer001, /orgs/1/sites/site001
g, customerUser1038,  customer001, /orgs/1/sites/site002
g, customerUser1038,  customer001, /orgs/1/sites/site003
g, customerUser1038,  customer001, /orgs/1/sites/site004
g, customerUser1038,  customer001, /orgs/1/sites/site005

g, customerUser1039,  customer001, /orgs/1/sites/site001
g, customerUser1039,  customer001, /orgs/1/sites/site002
g, customerUser1039,  customer001, /orgs/1/sites/site003
g, customerUser1039,  customer001, /orgs/1/sites/site004
g, customerUser1039,  customer001, /orgs/1/sites/site005

g, customerUser1040,  customer001, /orgs/1/sites/site001
g, customerUser1040,  customer001, /orgs/1/sites/site002
g, customerUser1040,  customer001, /orgs/1/sites/site003
g, customerUser1040,  customer001, /orgs/1/sites/site004
g, customerUser1040,  customer001, /orgs/1/sites/site005

g, customerUser1041,  customer001, /orgs/1/sites/site001
g, customerUser1041,  customer001, /orgs/1/sites/site002
g, customerUser1041,  customer001, /orgs/1/sites/site003
g, customerUser1041,  customer001, /orgs/1/sites/site004
g, customerUser1041,  customer001, /orgs/1/sites/site005

g, customerUser1042,  customer001, /orgs/1/sites/site001
g, customerUser1042,  customer001, /orgs/1/sites/site002
g, customerUser1042,  customer001, /orgs/1/sites/site003
g, customerUser1042,  customer001, /orgs/1/sites/site004
g, customerUser1042,  customer001, /orgs/1/sites/site005

g, customerUser1043, customer001, /orgs/1/sites/site001
g, customerUser1043, customer001, /orgs/1/sites/site002
g, customerUser1043, customer001, /orgs/1/sites/site003
g, customerUser1043, customer001, /orgs/1/sites/site004
g, customerUser1043, customer001, /orgs/1/sites/site005

g, customerUser1044, customer001, /orgs/1/sites/site001
g, customerUser1044, customer001, /orgs/1/sites/site002
g, customerUser1044, customer001, /orgs/1/sites/site003
g, customerUser1044, customer001, /orgs/1/sites/site004
g, customerUser1044, customer001, /orgs/1/sites/site005

g, customerUser1045, customer001, /orgs/1/sites/site001
g, customerUser1045, customer001, /orgs/1/sites/site002
g, customerUser1045, customer001, /orgs/1/sites/site003
g, customerUser1045, customer001, /orgs/1/sites/site004
g, customerUser1045, customer001, /orgs/1/sites/site005

g, customerUser1046, customer001, /orgs/1/sites/site001
g, customerUser1046, customer001, /orgs/1/sites/site002
g, customerUser1046, customer001, /orgs/1/sites/site003
g, customerUser1046, customer001, /orgs/1/sites/site004
g, customerUser1046, customer001, /orgs/1/sites/site005

g, customerUser1047, customer001, /orgs/1/sites/site001
g, customerUser1047, customer001, /orgs/1/sites/site002
g, customerUser1047, customer001, /orgs/1/sites/site003
g, customerUser1047, customer001, /orgs/1/sites/site004
g, customerUser1047, customer001, /orgs/1/sites/site005

g, customerUser1048,  customer001, /orgs/1/sites/site001
g, customerUser1048,  customer001, /orgs/1/sites/site002
g, customerUser1048,  customer001, /orgs/1/sites/site003
g, customerUser1048,  customer001, /orgs/1/sites/site004
g, customerUser1048,  customer001, /orgs/1/sites/site005

g, customerUser1049,  customer001, /orgs/1/sites/site001
g, customerUser1049,  customer001, /orgs/1/sites/site002
g, customerUser1049,  customer001, /orgs/1/sites/site003
g, customerUser1049,  customer001, /orgs/1/sites/site004
g, customerUser1049,  customer001, /orgs/1/sites/site005

g, customerUser1050,  customer001, /orgs/1/sites/site001
g, customerUser1050,  customer001, /orgs/1/sites/site002
g, customerUser1050,  customer001, /orgs/1/sites/site003
g, customerUser1050,  customer001, /orgs/1/sites/site004
g, customerUser1050,  customer001, /orgs/1/sites/site005

# Group - customer001, / org1
g, customerUser2001, customer001, /orgs/1/sites/site001
g, customerUser2001, customer001, /orgs/1/sites/site002
g, customerUser2001, customer001, /orgs/1/sites/site003
g, customerUser2001, customer001, /orgs/1/sites/site004
g, customerUser2001, customer001, /orgs/1/sites/site005

g, customerUser2001, customer001, /orgs/1/sites/site001
g, customerUser2001, customer001, /orgs/1/sites/site002
g, customerUser2001, customer001, /orgs/1/sites/site003
g, customerUser2001, customer001, /orgs/1/sites/site004
g, customerUser2001, customer001, /orgs/1/sites/site005

g, customerUser2003, customer001, /orgs/1/sites/site001
g, customerUser2003, customer001, /orgs/1/sites/site002
g, customerUser2003, customer001, /orgs/1/sites/site003
g, customerUser2003, customer001, /orgs/1/sites/site004
g, customerUser2003, customer001, /orgs/1/sites/site005

g, customerUser2004, customer001, /orgs/1/sites/site001
g, customerUser2004, customer001, /orgs/1/sites/site002
g, customerUser2004, customer001, /orgs/1/sites/site003
g, customerUser2004, customer001, /orgs/1/sites/site004
g, customerUser2004, customer001, /orgs/1/sites/site005

g, customerUser2005, customer001, /orgs/1/sites/site001
g, customerUser2005, customer001, /orgs/1/sites/site002
g, customerUser2005, customer001, /orgs/1/sites/site003
g, customerUser2005, customer001, /orgs/1/sites/site004
g, customerUser2005, customer001, /orgs/1/sites/site005

g, customerUser2006, customer001, /orgs/1/sites/site001
g, customerUser2006, customer001, /orgs/1/sites/site002
g, customerUser2006, customer001, /orgs/1/sites/site003
g, customerUser2006, customer001, /orgs/1/sites/site004
g, customerUser2006, customer001, /orgs/1/sites/site005

g, customerUser2007, customer001, /orgs/1/sites/site001
g, customerUser2007, customer001, /orgs/1/sites/site002
g, customerUser2007, customer001, /orgs/1/sites/site003
g, customerUser2007, customer001, /orgs/1/sites/site004
g, customerUser2007, customer001, /orgs/1/sites/site005

g, customerUser2008,  customer001, /orgs/1/sites/site001
g, customerUser2008,  customer001, /orgs/1/sites/site002
g, customerUser2008,  customer001, /orgs/1/sites/site003
g, customerUser2008,  customer001, /orgs/1/sites/site004
g, customerUser2008,  customer001, /orgs/1/sites/site005

g, customerUser2009,  customer001, /orgs/1/sites/site001
g, customerUser2009,  customer001, /orgs/1/sites/site002
g, customerUser2009,  customer001, /orgs/1/sites/site003
g, customerUser2009,  customer001, /orgs/1/sites/site004
g, customerUser2009,  customer001, /orgs/1/sites/site005

g, customerUser2010,  customer001, /orgs/1/sites/site001
g, customerUser2010,  customer001, /orgs/1/sites/site002
g, customerUser2010,  customer001, /orgs/1/sites/site003
g, customerUser2010,  customer001, /orgs/1/sites/site004
g, customerUser2010,  customer001, /orgs/1/sites/site005

g, customerUser2011,  customer001, /orgs/1/sites/site001
g, customerUser2011,  customer001, /orgs/1/sites/site002
g, customerUser2011,  customer001, /orgs/1/sites/site003
g, customerUser2011,  customer001, /orgs/1/sites/site004
g, customerUser2011,  customer001, /orgs/1/sites/site005

g, customerUser2012,  customer001, /orgs/1/sites/site001
g, customerUser2012,  customer001, /orgs/1/sites/site002
g, customerUser2012,  customer001, /orgs/1/sites/site003
g, customerUser2012,  customer001, /orgs/1/sites/site004
g, customerUser2012,  customer001, /orgs/1/sites/site005

g, customerUser2013, customer001, /orgs/1/sites/site001
g, customerUser2013, customer001, /orgs/1/sites/site002
g, customerUser2013, customer001, /orgs/1/sites/site003
g, customerUser2013, customer001, /orgs/1/sites/site004
g, customerUser2013, customer001, /orgs/1/sites/site005

g, customerUser2014, customer001, /orgs/1/sites/site001
g, customerUser2014, customer001, /orgs/1/sites/site002
g, customerUser2014, customer001, /orgs/1/sites/site003
g, customerUser2014, customer001, /orgs/1/sites/site004
g, customerUser2014, customer001, /orgs/1/sites/site005

g, customerUser2015, customer001, /orgs/1/sites/site001
g, customerUser2015, customer001, /orgs/1/sites/site002
g, customerUser2015, customer001, /orgs/1/sites/site003
g, customerUser2015, customer001, /orgs/1/sites/site004
g, customerUser2015, customer001, /orgs/1/sites/site005

g, customerUser2016, customer001, /orgs/1/sites/site001
g, customerUser2016, customer001, /orgs/1/sites/site002
g, customerUser2016, customer001, /orgs/1/sites/site003
g, customerUser2016, customer001, /orgs/1/sites/site004
g, customerUser2016, customer001, /orgs/1/sites/site005

g, customerUser2017, customer001, /orgs/1/sites/site001
g, customerUser2017, customer001, /orgs/1/sites/site002
g, customerUser2017, customer001, /orgs/1/sites/site003
g, customerUser2017, customer001, /orgs/1/sites/site004
g, customerUser2017, customer001, /orgs/1/sites/site005

g, customerUser2018,  customer001, /orgs/1/sites/site001
g, customerUser2018,  customer001, /orgs/1/sites/site002
g, customerUser2018,  customer001, /orgs/1/sites/site003
g, customerUser2018,  customer001, /orgs/1/sites/site004
g, customerUser2018,  customer001, /orgs/1/sites/site005

g, customerUser2019,  customer001, /orgs/1/sites/site001
g, customerUser2019,  customer001, /orgs/1/sites/site002
g, customerUser2019,  customer001, /orgs/1/sites/site003
g, customerUser2019,  customer001, /orgs/1/sites/site004
g, customerUser2019,  customer001, /orgs/1/sites/site005

g, customerUser2020,  customer001, /orgs/1/sites/site001
g, customerUser2020,  customer001, /orgs/1/sites/site002
g, customerUser2020,  customer001, /orgs/1/sites/site003
g, customerUser2020,  customer001, /orgs/1/sites/site004
g, customerUser2020,  customer001, /orgs/1/sites/site005

g, customerUser2021,  customer001, /orgs/1/sites/site001
g, customerUser2021,  customer001, /orgs/1/sites/site002
g, customerUser2021,  customer001, /orgs/1/sites/site003
g, customerUser2021,  customer001, /orgs/1/sites/site004
g, customerUser2021,  customer001, /orgs/1/sites/site005

g, customerUser2022,  customer001, /orgs/1/sites/site001
g, customerUser2022,  customer001, /orgs/1/sites/site002
g, customerUser2022,  customer001, /orgs/1/sites/site003
g, customerUser2022,  customer001, /orgs/1/sites/site004
g, customerUser2022,  customer001, /orgs/1/sites/site005

g, customerUser2023, customer001, /orgs/1/sites/site001
g, customerUser2023, customer001, /orgs/1/sites/site002
g, customerUser2023, customer001, /orgs/1/sites/site003
g, customerUser2023, customer001, /orgs/1/sites/site004
g, customerUser2023, customer001, /orgs/1/sites/site005

g, customerUser2024, customer001, /orgs/1/sites/site001
g, customerUser2024, customer001, /orgs/1/sites/site002
g, customerUser2024, customer001, /orgs/1/sites/site003
g, customerUser2024, customer001, /orgs/1/sites/site004
g, customerUser2024, customer001, /orgs/1/sites/site005

g, customerUser2025, customer001, /orgs/1/sites/site001
g, customerUser2025, customer001, /orgs/1/sites/site002
g, customerUser2025, customer001, /orgs/1/sites/site003
g, customerUser2025, customer001, /orgs/1/sites/site004
g, customerUser2025, customer001, /orgs/1/sites/site005

g, customerUser2026, customer001, /orgs/1/sites/site001
g, customerUser2026, customer001, /orgs/1/sites/site002
g, customerUser2026, customer001, /orgs/1/sites/site003
g, customerUser2026, customer001, /orgs/1/sites/site004
g, customerUser2026, customer001, /orgs/1/sites/site005

g, customerUser2027, customer001, /orgs/1/sites/site001
g, customerUser2027, customer001, /orgs/1/sites/site002
g, customerUser2027, customer001, /orgs/1/sites/site003
g, customerUser2027, customer001, /orgs/1/sites/site004
g, customerUser2027, customer001, /orgs/1/sites/site005

g, customerUser2028,  customer001, /orgs/1/sites/site001
g, customerUser2028,  customer001, /orgs/1/sites/site002
g, customerUser2028,  customer001, /orgs/1/sites/site003
g, customerUser2028,  customer001, /orgs/1/sites/site004
g, customerUser2028,  customer001, /orgs/1/sites/site005

